-10	-1,561199522
-9,9	1,44696238
-9,8	4,675217354
-9,7	8,948650831
-9,6	16,54858495
-9,5	41,38054402
-9,4	-126,2234665
-9,3	-23,67270875
-9,2	-11,50960132
-9,1	-6,178499972
-9	-2,74917969
-8,9	0,031484375
-8,8	2,756305837
-8,7	5,997281607
-8,6	10,91644819
-8,5	22,09439876
-8,4	124,7023926
-8,3	-35,01566916
-8,2	-13,90761058
-8,1	-7,367188312
-8	-3,747253911
-7,9	-1,097617391
-7,8	1,274330019
-7,7	3,833625369
-7,6	7,251617258
-7,5	13,4444324
-7,4	34,91521542
-7,3	-79,86710157
-7,2	-17,45885428
-7,1	-8,582457293
-7	-4,582655808
-6,9	-1,981493627
-6,8	0,1384144
-6,7	2,222928564
-6,6	4,715310057
-6,5	8,542455357
-6,4	17,50873532
-6,3	124,7848234
-6,2	-24,32622796
-6,1	-9,95927517
-6	-5,275589255
-5,9	-2,643560769
-5,8	-0,706660203
-5,7	1,029923532
-5,6	2,906597465
-5,5	5,427456266
-5,4	10,07449184
-5,3	27,25878472
-5,2	-47,97724755
-5,1	-11,79976866
-5	-5,841166526
-4,9	-3,091425706
-4,8	-1,291475448
-4,7	0,174765103
-4,6	1,612541509
-4,5	3,330672873
-4,4	5,988934356
-4,3	12,40676425
-4,2	124,8436893
-4,1	-15,02631469
-4	-6,290693626
-3,9	-3,314540856
-3,8	-1,626475466
-3,7	-0,387785728
-3,6	0,713183632
-3,5	1,891994169
-3,4	3,469911486
-3,3	6,413334655
-3,2	18,07525566
-3,1	-24,71505972
-3	-6,632536233
-2,9	-3,274775319
-2,8	-1,701392569
-2,7	-0,677983424
-2,6	0,140488737
-2,5	0,923868141
-2,4	1,839614808
-2,3	3,243497155
-2,2	6,710221971
-2,1	124,8790034
-2	-6,872706008
-1,9	-2,879963552
-1,8	-1,478389852
-1,7	-0,694050521
-1,6	-0,140537389
-1,5	0,323461849
-1,4	0,787499116
-1,3	1,372140782
-1,2	2,431774884
-1,1	6,885942293
-1	-7,015252551
-0,9	-1,903844719
-0,8	-0,873348821
-0,7	-0,409393465
-0,6	-0,139982121
-0,5	0,035457422
-0,4	0,155511828
-0,3	0,238065344
-0,2	0,292339189
-0,1	0,323272814
0	#���/0!
0,1	0,323272814
0,2	0,292339189
0,3	0,238065344
0,4	0,155511828
0,5	0,035457422
0,6	-0,139982121
0,7	-0,409393465
0,8	-0,873348821
0,9	-1,903844719
1	-7,015252551
1,1	6,885942293
1,2	2,431774884
1,3	1,372140782
1,4	0,787499116
1,5	0,323461849
1,6	-0,140537389
1,7	-0,694050521
1,8	-1,478389852
1,9	-2,879963552
2	-6,872706008
2,1	124,8790034
2,2	6,710221971
2,3	3,243497155
2,4	1,839614808
2,5	0,923868141
2,6	0,140488737
2,7	-0,677983424
2,8	-1,701392569
2,9	-3,274775319
3	-6,632536233
3,1	-24,71505972
3,2	18,07525566
3,3	6,413334655
3,4	3,469911486
3,5	1,891994169
3,6	0,713183632
3,7	-0,387785728
3,8	-1,626475466
3,9	-3,314540856
4	-6,290693626
4,1	-15,02631469
4,2	124,8436893
4,3	12,40676425
4,4	5,988934356
4,5	3,330672873
4,6	1,612541509
4,7	0,174765103
4,8	-1,291475448
4,9	-3,091425706
5	-5,841166526
5,1	-11,79976866
5,2	-47,97724755
5,3	27,25878472
5,4	10,07449184
5,5	5,427456266
5,6	2,906597465
5,7	1,029923532
5,8	-0,706660203
5,9	-2,643560769
6	-5,275589255
6,1	-9,95927517
6,2	-24,32622796
6,3	124,7848234
6,4	17,50873532
6,5	8,542455357
6,6	4,715310057
6,7	2,222928564
6,8	0,1384144
6,9	-1,981493627
7	-4,582655808
7,1	-8,582457293
7,2	-17,45885428
7,3	-79,86710157
7,4	34,91521542
7,5	13,4444324
7,6	7,251617258
7,7	3,833625369
7,8	1,274330019
7,9	-1,097617391
8	-3,747253911
8,1	-7,367188312
8,2	-13,90761058
8,3	-35,01566916
8,4	124,7023926
8,5	22,09439876
8,6	10,91644819
8,7	5,997281607
8,8	2,756305837
8,9	0,031484375
9	-2,74917969
9,1	-6,178499972
9,2	-11,50960132
9,3	-23,67270875
9,4	-126,2234665
9,5	41,38054402
9,6	16,54858495
9,7	8,948650831
9,8	4,675217354
9,9	1,44696238
10	-1,561199522
